$Ascii,:,02_97_DD_2X,Esstar,04/06/2018,,

Depth,DTCO3,DTSH3,DTSH6,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,US/F,US/F,US/F,GAPI,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
1143.3048,123.1657,183.1177,272.4401,64.6632,5.5756,12.3966,0.6447,4.6288,0.0179,0.0142,0.0117,0.009,0.007,0.0068,0.0371,0.6027
1143.4572,123.215,183.3008,275.4135,63.1982,5.5818,12.4003,0.6434,4.6288,0.0174,0.0138,0.0111,0.0082,0.0058,0.0056,0.0371,0.5512
1143.6096,123.3714,182.739,278.3119,62.5494,5.5881,12.4077,0.642,4.6288,0.0193,0.0147,0.0117,0.0085,0.0056,0.0055,0.0348,0.5213
1143.762,123.5744,182.6147,280.4989,59.4395,5.5944,12.3855,0.6406,4.6288,0.0188,0.0146,0.012,0.0089,0.0064,0.0063,0.0337,0.482
1143.9144,123.7324,183.5356,280.5493,60.0044,5.6007,12.4003,0.6392,4.6288,0.017,0.0133,0.0106,0.0077,0.0052,0.005,0.034,0.5058
1144.0668,123.8829,182.9052,280.2031,59.8265,5.607,12.3855,0.6379,4.6288,0.019,0.0148,0.0121,0.009,0.0063,0.0062,0.0342,0.5281
1144.2192,124.1785,183.1582,279.9454,62.3095,5.6134,12.3929,0.6365,4.6288,0.0194,0.0154,0.0128,0.01,0.0081,0.0079,0.0304,0.557
1144.3716,123.6068,183.4112,275.8491,61.027,5.6198,12.3966,0.6351,4.6288,0.0157,0.0124,0.0099,0.0071,0.0048,0.0047,0.0301,0.515
1144.524,123.2821,183.7475,275.0476,62.7276,5.6262,12.4077,0.6337,4.6288,0.02,0.0157,0.0128,0.0097,0.007,0.0068,0.0301,0.5442
1144.6764,123.0367,183.7486,271.9424,62.3979,5.6327,12.3855,0.6324,4.6288,0.0193,0.0151,0.0123,0.0093,0.0066,0.0065,0.0337,0.5859
1144.8288,121.8897,182.2602,268.7249,63.4807,5.6392,12.4003,0.631,4.6288,0.0156,0.012,0.0096,0.0068,0.0044,0.0043,0.0336,0.5716
1144.9812,121.307,182.926,265.1026,62.4442,5.6457,12.4077,0.6296,4.6288,0.0178,0.0139,0.0111,0.008,0.0053,0.0052,0.0357,0.5783
1145.1336,121.1716,183.1258,256.1412,65.2016,5.6522,12.4077,0.6282,4.6288,0.0187,0.0146,0.0119,0.0089,0.0065,0.0063,0.0317,0.5337
1145.286,120.68,183.5481,256.1571,67.1924,5.6588,12.3929,0.6269,4.6288,0.0183,0.0145,0.0121,0.0094,0.0076,0.0074,0.0369,0.6215
1145.4384,119.7958,183.4582,257.6234,67.6881,5.6654,12.4003,0.6255,4.6288,0.0133,0.0107,0.0088,0.0064,0.005,0.0048,0.0419,0.5803
1145.5908,119.7906,183.6595,256.1707,64.5388,5.672,12.4003,0.6241,4.6288,0.0191,0.015,0.0121,0.0091,0.0063,0.0062,0.0473,0.6089
1145.7432,119.65,183.6067,256.8907,60.1432,5.6786,12.3855,0.6228,4.6288,0.0199,0.0156,0.0126,0.0094,0.0065,0.0064,0.0371,0.5277
1145.8956,119.4642,182.6421,255.7868,58.9102,5.6853,12.3855,0.6214,4.6288,0.0192,0.0153,0.0123,0.0091,0.0065,0.0064,0.0328,0.5298
1146.048,119.2254,183.0153,255.724,60.8754,5.692,12.3855,0.62,4.6288,0.0178,0.014,0.0114,0.0084,0.006,0.0059,0.0334,0.5502
1146.2004,119.0458,182.9045,255.8405,60.7464,5.6988,12.3855,0.6186,4.6288,0.0164,0.0132,0.0108,0.0081,0.006,0.0058,0.0334,0.5352
1146.3528,117.837,182.3495,251.8747,62.5521,5.7056,12.3855,0.6173,4.6288,0.0186,0.0146,0.012,0.0091,0.0067,0.0066,0.0334,0.5713
1146.5052,117.6632,182.3637,251.8448,59.7146,5.7124,12.3855,0.6159,4.6288,0.0179,0.0142,0.0117,0.0089,0.0069,0.0067,0.0336,0.5835
1146.6576,117.0061,182.4822,253.8762,62.6455,5.7192,12.3781,0.6145,4.6288,0.014,0.011,0.0089,0.0063,0.0044,0.0043,0.0336,0.6207
1146.81,117.8598,182.5765,259.3297,60.2139,5.7261,12.3781,0.6131,4.6288,0.0191,0.015,0.0125,0.0099,0.0078,0.0077,0.0336,0.6471
1146.9624,118.0445,182.6425,260.1371,63.5611,5.7329,12.3855,0.6118,4.6288,0.0151,0.012,0.0101,0.008,0.0069,0.0068,0.03,0.64
1147.1148,118.2284,182.7404,260.4875,61.9076,5.7399,12.3781,0.6104,4.6288,0.0176,0.0136,0.0113,0.0087,0.0065,0.0064,0.0312,0.6101
1147.2672,120.5631,182.6089,260.4524,59.1363,5.7468,12.3633,0.609,4.6288,0.0162,0.0128,0.0105,0.0078,0.0057,0.0055,0.0324,0.5356
1147.4196,123.3311,182.8287,262.7798,57.5158,5.7538,12.3707,0.6076,4.6288,0.0163,0.0129,0.0106,0.0079,0.006,0.0059,0.0324,0.5124
1147.572,123.5502,-999.25,262.5858,56.3201,5.7608,12.3633,0.6063,4.6288,0.0175,0.0141,0.0118,0.0092,0.0072,0.0071,0.0301,0.5211
1147.7244,123.5702,-999.25,262.667,55.9151,5.7679,12.3522,0.6049,4.6288,0.02,0.0157,0.013,0.0102,0.0079,0.0077,0.03,0.6254
1147.8768,123.9583,-999.25,262.6546,52.4237,5.775,12.3559,0.6035,4.6288,0.0194,0.0153,0.0126,0.0098,0.0076,0.0074,0.03,0.6352
1148.0292,123.9581,-999.25,260.1927,54.1017,5.7821,12.3559,0.6021,4.6288,0.0155,0.0122,0.0099,0.0074,0.0056,0.0054,0.031,0.6712
1148.1816,123.4245,183.9279,259.4178,56.2045,5.7892,12.3707,0.6008,4.6288,0.0173,0.014,0.0117,0.0092,0.0076,0.0074,0.0327,0.5437
1148.334,123.2965,183.0979,258.8396,59.4125,5.7964,12.3633,0.5994,4.6288,0.0163,0.0129,0.0108,0.0084,0.0067,0.0065,0.0327,0.5926
1148.4864,123.2785,183.7154,259.0932,60.4435,5.8036,12.3633,0.598,4.6288,0.0139,0.0112,0.0092,0.0069,0.0055,0.0054,0.0343,0.6197
1148.6388,121.9592,184.0259,258.2337,62.2287,5.8109,12.3633,0.5967,4.6288,0.0165,0.0135,0.0117,0.0095,0.0094,0.0092,0.0324,0.6483
1148.7912,121.4524,180.6815,257.8608,61.8841,5.8182,12.3744,0.5953,4.6288,0.0171,0.0138,0.0117,0.0092,0.008,0.0079,0.0326,0.5148
1148.9436,121.4186,181.198,256.9494,59.8256,5.8255,12.3855,0.5939,4.6288,0.0201,0.0159,0.0133,0.0105,0.0083,0.0081,0.0312,0.5188
1149.096,122.1366,-999.25,257.2694,58.9381,5.8328,12.3744,0.5925,4.6288,0.018,0.0143,0.012,0.0093,0.0074,0.0073,0.0316,0.5218
1149.2484,121.5127,-999.25,257.4803,58.0058,5.8402,12.3781,0.5912,4.6288,0.0208,0.0165,0.0139,0.0112,0.0093,0.0091,0.0316,0.584
1149.4008,120.7155,-999.25,257.3397,58.0561,5.8476,12.3855,0.5898,4.6288,0.0158,0.0127,0.0107,0.0082,0.0068,0.0066,0.0325,0.5716
1149.5532,120.8074,183.2638,257.5532,58.1485,5.8551,12.3855,0.5884,4.6288,0.0182,0.0144,0.0121,0.0094,0.0077,0.0075,0.032,0.5469
1149.7056,121.3637,183.1822,256.4262,58.6971,5.8626,12.3929,0.587,4.6288,0.0198,0.0155,0.013,0.0103,0.0085,0.0083,0.0308,0.5249
1149.858,121.4962,183.1504,259.5248,57.002,5.8701,12.3929,0.5857,4.6288,0.0183,0.0145,0.0121,0.0094,0.0076,0.0074,0.03,0.5152
1150.0104,120.6107,182.8336,259.6075,57.4216,5.8776,12.4003,0.5843,4.6288,0.0196,0.0153,0.0127,0.0097,0.0073,0.0072,0.03,0.5417
1150.1628,121.1745,182.1498,261.3951,55.357,5.8852,12.4003,0.5829,4.6288,0.019,0.015,0.0126,0.0099,0.0084,0.0082,0.03,0.607
1150.3152,120.3684,183.4336,256.6682,55.9008,5.8929,12.4151,0.5815,4.6288,0.0212,0.0167,0.0142,0.0116,0.0103,0.0101,0.0312,0.6282
1150.4676,120.4163,183.4326,255.8695,54.9699,5.9005,12.4003,0.5802,4.6288,0.0193,0.0154,0.0131,0.0104,0.0091,0.0089,0.0396,0.5846
1150.62,120.9013,183.8872,253.7788,59.9958,5.9082,12.4077,0.5788,4.6288,0.018,0.0143,0.0121,0.0095,0.0083,0.0081,0.0397,0.5801
1150.7724,120.8844,183.5966,255.5539,59.8613,5.916,12.3966,0.5774,4.6288,0.0201,0.0159,0.0135,0.0108,0.0095,0.0093,0.0403,0.6123
1150.9248,121.1069,183.0654,264.3412,59.07,5.9237,12.3966,0.5761,4.6288,0.0179,0.0142,0.0119,0.0093,0.0081,0.0079,0.0358,0.7407
1151.0772,121.0573,183.3733,264.0607,53.2816,5.9316,12.3855,0.5747,4.6288,0.0181,0.0142,0.0121,0.0095,0.0086,0.0085,0.0358,0.8051
1151.2296,121.3373,182.9297,267.7553,56.8982,5.9394,12.4077,0.5733,4.6288,0.0164,0.0132,0.0112,0.0086,0.0084,0.0082,0.0308,0.845
1151.382,121.8243,183.5623,257.6553,59.3577,5.9473,12.3929,0.5719,4.6288,0.0165,0.0134,0.0115,0.0092,0.0097,0.0095,0.0308,0.7377
1151.5344,121.2411,183.0356,263.0138,60.3868,5.9552,12.4077,0.5706,4.6288,0.0183,0.0143,0.0123,0.0099,0.0102,0.01,0.032,0.6884
1151.6868,121.477,183.0933,259.709,56.1059,5.9632,12.3855,0.5692,4.6288,0.0165,0.0135,0.0115,0.0091,0.0097,0.0095,0.032,0.6909
1151.8392,120.6649,183.5086,264.2653,55.0547,5.9712,12.3855,0.5678,4.6288,0.0155,0.0128,0.011,0.0086,0.0093,0.0091,0.034,0.6468
1151.9916,119.0648,183.4611,269.1684,56.8772,5.9792,12.3855,0.5664,4.6288,0.0199,0.0158,0.0136,0.0112,0.011,0.0108,0.0378,0.5784
1152.144,117.9065,183.4156,268.3449,59.9726,5.9873,12.3855,0.5651,4.6288,0.0202,0.0162,0.014,0.0115,0.0116,0.0113,0.0418,0.5911
1152.2964,117.6261,183.4884,264.0851,57.6511,5.9954,12.3855,0.5637,4.6288,0.0212,0.0168,0.0144,0.0119,0.0116,0.0113,0.0474,0.6123
1152.4488,125.7856,183.2967,272.351,55.2006,6.0036,12.3855,0.5623,4.6288,0.0152,0.0122,0.0105,0.0083,0.009,0.0088,0.0396,0.546
1152.6012,122.9739,183.105,269.3811,55.1815,6.0118,12.3855,0.5609,4.6288,0.0197,0.0159,0.0137,0.0112,0.0106,0.0104,0.0345,0.5456
1152.7536,123.4284,183.0192,269.4732,52.3383,6.02,12.3744,0.5596,4.6288,0.0195,0.0157,0.0134,0.0109,0.0109,0.0107,0.031,0.5923
1152.906,120.5384,179.4904,270.3371,52.4573,6.0283,12.3781,0.5582,4.6288,0.018,0.0143,0.0121,0.0094,0.0095,0.0093,0.031,0.7141
1153.0584,121.5968,180.4737,267.3091,51.3275,6.0366,12.3744,0.5568,4.6288,0.0172,0.0137,0.0115,0.0088,0.0081,0.008,0.0391,0.755
1153.2108,120.8258,181.1609,264.852,56.9677,6.045,12.3744,0.5555,4.6288,0.0196,0.0159,0.0134,0.0106,0.0099,0.0097,0.0574,0.6915
1153.3632,121.7107,180.8512,259.4281,55.0853,6.0534,12.3855,0.5541,4.6288,0.017,0.0136,0.0115,0.0094,0.0087,0.0085,0.0574,0.7464
1153.5156,127.663,180.9154,243.4882,55.197,6.0618,12.441,0.5527,4.6288,0.0189,0.0152,0.0131,0.0111,0.0103,0.0101,0.0382,0.719
1153.668,127.7152,-999.25,250.5887,48.5149,6.0703,12.4521,0.5513,4.6288,0.0166,0.0135,0.0117,0.0101,0.009,0.0088,0.03,0.9114
1153.8204,127.2562,-999.25,256.6595,52.0809,6.0788,12.4299,0.55,4.6288,0.0197,0.016,0.0138,0.012,0.0104,0.0101,0.03,0.9268
1153.9728,128.2449,-999.25,257.9451,46.0055,6.0874,12.4447,0.5486,4.6288,0.0188,0.0151,0.0131,0.0114,0.0101,0.0098,0.03,1.0124
1154.1252,128.2226,-999.25,260.9443,47.1431,6.096,12.4373,0.5472,4.6288,0.0194,0.0155,0.0134,0.0118,0.0103,0.01,0.03,0.9848
1154.2776,128.3715,-999.25,264.539,42.4952,6.1047,12.4299,0.5458,4.2238,0.0199,0.016,0.0137,0.012,0.0104,0.0102,0.03,0.8468
1154.43,126.8581,-999.25,268.2237,46.782,6.1134,12.7073,0.5445,3.587,0.0189,0.0153,0.0132,0.0116,0.0101,0.0099,0.03,0.7554
1154.5824,127.1107,-999.25,270.946,56.3417,6.1221,12.6407,0.5431,2.7617,0.0275,0.0226,0.02,0.0176,0.0152,0.015,0.0428,0.7548
1154.7348,126.9234,-999.25,273.4257,63.1322,6.1309,13.1178,0.5417,2.2361,0.086,0.0725,0.0662,0.0591,0.0505,0.0503,0.0808,0.6896
1154.8872,124.6115,-999.25,276.5825,72.2621,6.1398,13.6948,0.5404,1.9545,0.1981,0.1651,0.1506,0.135,0.1156,0.0354,0.4163,0.6716
1155.0396,121.242,181.5571,280.5516,68.9187,6.1486,13.6615,0.539,1.8523,0.4708,0.3691,0.3351,0.3029,0.2665,0.0872,0.5437,0.5866
1155.192,120.1536,181.6556,277.7489,69.7779,6.1576,13.1289,0.5376,1.8615,0.7015,0.5642,0.5145,0.469,0.4254,0.3334,0.5832,0.5929
1155.3444,118.2903,178.2408,273.7606,64.7587,6.1665,12.9514,0.5362,1.8615,0.7407,0.6457,0.5913,0.5361,0.4865,0.5002,0.6065,0.6011
1155.4968,116.8888,179.1502,270.1679,63.8297,6.1756,12.8737,0.5349,1.8785,0.7207,0.6991,0.6449,0.5966,0.5456,0.6152,0.6203,0.5685
1155.6492,115.9205,179.1961,263.8749,66.1847,6.1846,12.9329,0.5335,1.8741,0.6894,0.7184,0.7017,0.644,0.5775,0.657,0.6218,0.6131
1155.8016,114.7749,179.2514,269.2708,66.0534,6.1937,12.9329,0.5321,1.8732,0.7037,0.7275,0.7417,0.6747,0.582,0.6787,0.6408,0.5598
1155.954,109.7318,179.5242,279.1921,66.8694,6.2029,13.0068,0.5307,1.8716,0.6488,0.6638,0.7057,0.6608,0.587,0.6759,0.5419,0.5066
1156.1064,107.7327,179.7589,286.8817,67.5976,6.2121,13.4729,0.5294,1.8995,0.6407,0.6577,0.7043,0.6766,0.5956,0.6945,0.4642,0.4821
1156.2588,107.4511,176.217,296.6558,74.1879,6.2213,14.2717,0.528,1.9302,0.6179,0.6617,0.7226,0.7193,0.6344,0.6963,0.4805,0.4947
1156.4112,109.4112,179.5208,312.8747,72.2828,6.2306,13.6652,0.5266,1.95,0.6222,0.6864,0.7559,0.7677,0.679,0.7428,0.5778,0.5509
1156.5636,111.7156,180.8469,318.3246,71.0575,6.24,13.4655,0.5252,1.8813,0.6228,0.7502,0.859,0.8947,0.8094,0.9168,0.6689,0.5514
1156.716,113.1098,181.6095,323.1906,69.8531,6.2494,12.6518,0.5239,1.7516,0.4247,0.5062,0.5823,0.6195,0.5786,0.7199,0.1785,0.5936
1156.8684,113.8955,182.6425,331.9854,82.6335,6.2588,13.9685,0.5225,1.623,0.3499,0.401,0.4555,0.4826,0.4564,0.5362,0.1,0.5977
1157.0208,115.9834,183.0649,336.3555,99.7394,6.2683,17.6226,0.5211,1.664,0.3771,0.4485,0.5176,0.5497,0.5326,0.6291,0.0796,0.5816
1157.1732,118.4444,181.2623,328.5823,107.9047,6.2779,19.7233,0.5198,1.8672,0.3661,0.4628,0.5317,0.5622,0.5527,0.67,0.112,0.5045
1157.3256,118.9573,179.1447,326.7743,109.7344,6.2875,20.3669,0.5184,2.0884,0.3597,0.4846,0.5519,0.5784,0.5701,0.711,0.2133,0.5407
1157.478,119.6176,181.8886,325.5974,112.1836,6.2971,21.1361,0.517,2.1894,0.3815,0.5247,0.5839,0.5957,0.5822,0.5967,0.4807,0.5762
1157.6304,120.1371,181.5697,334.6198,112.8044,6.3068,21.2027,0.5156,2.1747,0.4177,0.5329,0.6018,0.6091,0.593,0.602,0.5507,0.5597
1157.7828,120.8738,181.3527,335.2501,113.9193,6.3166,20.892,0.5143,2.1466,0.4064,0.4891,0.5814,0.5966,0.5816,0.5816,0.5456,0.5346
1157.9352,119.4398,181.5639,336.2876,114.7371,6.3264,20.8255,0.5129,2.1401,0.3917,0.4709,0.5747,0.6036,0.5946,0.5992,0.5275,0.485
1158.0876,118.8949,181.3568,323.2979,120.225,6.3362,20.8477,0.5115,2.148,0.391,0.4853,0.5997,0.6425,0.64,0.648,0.5443,0.4856
1158.24,118.6139,182.0651,318.1436,120.1211,6.3462,20.7589,0.5101,2.1487,0.404,0.4983,0.6122,0.6624,0.6569,0.6799,0.5422,0.5083
1158.3924,118.6923,182.7639,314.1582,120.3245,6.3561,20.9364,0.5088,2.1482,0.406,0.5019,0.6226,0.6794,0.6792,0.7092,0.5558,0.6836
1158.5448,118.6066,183.3745,295.3096,125.6866,6.3661,21.0844,0.5074,2.1343,0.398,0.4949,0.6198,0.6759,0.6851,0.7382,0.5049,0.744
1158.6972,119.2794,183.3795,287.0925,129.533,6.3762,21.0696,0.506,2.1277,0.3817,0.4972,0.6301,0.6785,0.6984,0.7382,0.5106,0.8318
1158.8496,120.2957,183.5844,278.769,132.2007,6.3863,21.077,0.5047,2.1233,0.3931,0.5142,0.6432,0.6773,0.7101,0.7349,0.5309,0.6979
1159.002,121.1089,183.0154,284.9008,126.2958,6.3965,21.2693,0.5033,2.1077,0.4212,0.5593,0.6799,0.6999,0.7308,0.8119,0.4632,0.6544
1159.1544,122.225,-999.25,279.0584,119.6698,6.4068,21.469,0.5019,2.1106,0.4391,0.5851,0.6806,0.6807,0.7122,0.7918,0.3904,0.5726
1159.3068,123.1662,-999.25,271.5063,112.2377,6.417,21.4172,0.5005,2.0974,0.4491,0.5951,0.6711,0.6638,0.7013,0.7846,0.3281,0.62
1159.4592,123.5536,-999.25,267.3572,113.707,6.4274,21.8056,0.4992,1.9328,0.4577,0.6003,0.659,0.6492,0.695,0.8001,0.1693,0.7308
1159.6116,123.1529,-999.25,262.9699,119.4937,6.4378,21.5393,0.4978,1.7389,0.4904,0.6246,0.6579,0.6514,0.7014,0.8036,0.0976,0.6316
1159.764,125.8624,-999.25,262.5204,118.4868,6.4483,19.8861,0.4964,1.6981,0.5435,0.6712,0.6968,0.7017,0.7596,0.8974,0.0849,0.6261
1159.9164,124.956,-999.25,262.2299,113.0913,6.4588,18.8727,0.495,1.9009,0.6615,0.8037,0.8159,0.8315,0.9085,1.0373,0.1248,0.4979
1160.0688,123.4929,-999.25,236.5107,111.9359,6.4694,17.0234,0.4937,2.1599,0.806,1.0436,0.9983,0.9967,1.0794,1.2396,0.2853,0.3903
1160.2212,121.4235,-999.25,266.5114,112.9168,6.48,16.7793,0.4923,2.2913,0.9875,1.2174,1.2454,1.2967,1.4301,1.7096,0.6593,0.3457
1160.3736,106.3176,-999.25,249.8729,120.5775,6.4907,16.4095,0.4909,2.3483,1.0838,1.1586,1.3091,1.4315,1.6085,2.0097,0.7782,0.3027
1160.526,106.4558,-999.25,231.5701,113.6997,6.5015,13.177,0.4896,2.368,1.4323,1.5294,1.6632,1.8283,2.0746,2.4689,1.0586,0.3341
1160.6784,104.3143,176.7562,217.3444,121.7442,6.5123,12.8441,0.4882,2.3624,1.7854,1.9102,2.0858,2.3141,2.62,3.3883,1.0729,0.3151
1160.8308,104.6653,176.7562,213.5109,117.6887,6.5232,12.8367,0.4868,2.3611,1.547,1.7102,2.1179,2.3995,2.7181,3.712,1.1548,0.3416
1160.9832,104.2855,176.7562,213.3825,109.2817,6.5341,12.6444,0.4854,2.2896,1.1392,1.3832,1.6627,1.7857,1.9453,2.5531,0.947,0.3294
1161.1356,105.395,181.0865,215.4631,103.2503,6.5451,12.748,0.4841,2.2141,0.5613,0.6245,0.7064,0.7423,0.7965,0.9262,0.4487,0.3579
1161.288,106.4264,178.8973,217.2821,97.6349,6.5562,13.3027,0.4827,2.1265,0.4503,0.4977,0.5435,0.5625,0.5981,0.6927,0.2817,0.383
1161.4404,107.7767,177.2446,218.5135,96.9824,6.5673,14.0609,0.4813,2.1093,0.4067,0.4704,0.5097,0.5231,0.5451,0.6416,0.2398,0.4604
1161.5928,109.8769,177.2228,231.3077,90.3327,6.5785,14.0165,0.48,2.1073,0.4209,0.4869,0.5155,0.5299,0.5619,0.6515,0.2641,0.4922
1161.7452,113.0063,-999.25,238.2883,97.4379,6.5898,14.1238,0.4786,2.1037,0.4094,0.4798,0.5089,0.5214,0.5513,0.641,0.296,0.4543
1161.8976,114.841,-999.25,240.3327,99.4221,6.6011,14.6194,0.4772,2.0373,0.3803,0.4704,0.5113,0.5231,0.5497,0.666,0.242,0.3962
1162.05,115.4615,-999.25,254.2921,101.6927,6.6125,14.5454,0.4758,2.0047,0.3493,0.4383,0.503,0.5164,0.5405,0.6728,0.2034,0.3833
1162.2024,116.2667,-999.25,260.4308,98.6436,6.624,13.6652,0.4745,1.9908,0.3565,0.4441,0.5343,0.5533,0.5769,0.7313,0.1837,0.4517
1162.3548,117.4878,-999.25,267.019,100.5795,6.6355,13.4359,0.4731,2.053,0.4078,0.5036,0.6258,0.6633,0.6904,0.9121,0.2394,0.4595
1162.5072,117.8962,-999.25,269.886,104.6929,6.6471,13.0586,0.4717,2.0873,0.418,0.5061,0.6258,0.6893,0.7202,0.9888,0.323,0.4261
1162.6596,117.9295,-999.25,271.2119,100.318,6.6587,12.5408,0.4703,2.0972,0.3858,0.4628,0.5686,0.6397,0.6784,0.9222,0.332,0.3963
1162.812,118.1362,-999.25,273.5754,95.4511,6.6704,12.4595,0.469,2.0869,0.3404,0.4102,0.501,0.5679,0.6008,0.8239,0.276,0.3401
1162.9644,118.7503,-999.25,275.9329,86.7026,6.6822,12.5852,0.4676,2.0737,0.3344,0.3983,0.4855,0.5546,0.5978,0.8145,0.2404,0.3565
1163.1168,118.8843,-999.25,284.2288,88.635,6.6941,12.6148,0.4662,2.0736,0.3368,0.3975,0.4745,0.5382,0.591,0.7947,0.248,0.3548
1163.2692,118.8811,-999.25,284.58,84.387,6.706,12.5926,0.4649,2.0681,0.3412,0.4052,0.4772,0.5384,0.5954,0.7946,0.2594,0.3906
1163.4216,118.8744,-999.25,285.3609,91.2239,6.718,12.526,0.4635,2.0626,0.339,0.4083,0.4749,0.532,0.5995,0.798,0.2599,0.4108
1163.574,118.6598,-999.25,286.3123,90.022,6.7301,12.6888,0.4621,2.0517,0.3334,0.3967,0.4592,0.5066,0.5743,0.7571,0.2596,0.4315
1163.7264,118.4654,-999.25,287.6418,97.3024,6.7423,12.3633,0.4607,2.0509,0.3326,0.3982,0.472,0.5224,0.6042,0.8057,0.2587,0.4072
1163.8788,117.7435,-999.25,287.5175,95.7467,6.7545,12.441,0.4594,2.058,0.3429,0.4083,0.4853,0.5339,0.6157,0.8175,0.2539,0.4078
1164.0312,118.5305,-999.25,285.3192,97.4413,6.7668,12.4854,0.458,2.0708,0.3071,0.3761,0.4481,0.4939,0.5827,0.7806,0.2601,0.3742
1164.1836,118.0406,-999.25,286.3418,94.7822,6.7791,12.5038,0.4566,2.0752,0.3238,0.3816,0.4474,0.4904,0.5667,0.7523,0.2686,0.3725
1164.336,118.3771,-999.25,287.0564,91.5196,6.7916,12.5334,0.4553,2.0795,0.3025,0.3675,0.4352,0.482,0.5648,0.7551,0.2758,0.3446
1164.4884,118.2921,-999.25,285.9657,88.5334,6.8041,12.5408,0.4539,2.0817,0.3216,0.386,0.4583,0.5122,0.5948,0.804,0.2678,0.3537
1164.6408,118.1556,-999.25,288.6694,87.35,6.8167,12.5704,0.4525,2.0793,0.3209,0.3808,0.4492,0.5008,0.5825,0.7779,0.2674,0.3666
1164.7932,117.8634,-999.25,289.6823,90.2984,6.8293,12.5852,0.4511,2.0669,0.3171,0.3669,0.4217,0.4617,0.5343,0.6927,0.2559,0.3707
1164.9456,117.6644,-999.25,289.1412,91.1373,6.8421,12.5926,0.4498,2.0537,0.3036,0.3574,0.4112,0.4467,0.5124,0.6628,0.2557,0.3802
1165.098,117.6314,-999.25,288.5995,92.7135,6.8549,12.6074,0.4484,2.0545,0.3165,0.3675,0.4232,0.4601,0.5262,0.6803,0.2689,0.3502
1165.2504,117.5308,-999.25,284.9231,93.2721,6.8678,12.6407,0.447,2.0589,0.3115,0.371,0.4338,0.4756,0.5506,0.7161,0.2793,0.3481
1165.4028,117.3509,-999.25,284.3642,91.4568,6.8808,12.6629,0.4456,2.0684,0.3301,0.3923,0.4596,0.5043,0.5768,0.7575,0.2851,0.3617
1165.5552,117.0877,-999.25,285.6171,93.8957,6.8939,12.6518,0.4443,2.0671,0.3234,0.3871,0.4561,0.5,0.5666,0.7503,0.2638,0.4101
1165.7076,116.6849,-999.25,279.1621,89.9939,6.907,12.7406,0.4429,2.0689,0.3092,0.3685,0.4337,0.4727,0.5381,0.7016,0.2607,0.412
1165.86,116.2177,-999.25,279.5693,91.9017,6.9202,12.7073,0.4415,2.0687,0.3349,0.3917,0.4579,0.4976,0.563,0.7288,0.2616,0.4105
1166.0124,115.891,-999.25,276.5111,86.2593,6.9335,12.674,0.4402,2.0729,0.3311,0.389,0.4509,0.4862,0.543,0.6963,0.2642,0.3898
1166.1648,115.386,-999.25,267.4834,90.8521,6.9469,12.6962,0.4388,2.0757,0.3357,0.3996,0.4638,0.5025,0.5608,0.7232,0.2703,0.3944
1166.3172,116.0112,-999.25,264.9857,89.0757,6.9604,12.7036,0.4374,2.0846,0.3245,0.3872,0.4448,0.4803,0.537,0.6776,0.2608,0.3482
1166.4696,115.0299,-999.25,264.3727,96.5215,6.974,12.6962,0.436,2.0946,0.3619,0.4266,0.4903,0.532,0.5893,0.7521,0.2781,0.3317
1166.622,114.3338,-999.25,258.8993,92.9539,6.9876,12.7036,0.4347,2.104,0.3652,0.4285,0.4911,0.5318,0.5868,0.7437,0.2865,0.324
1166.7744,111.4309,-999.25,252.5482,93.9661,7.0013,12.711,0.4333,2.1089,0.3932,0.4352,0.4844,0.5178,0.5614,0.6826,0.297,0.3102
1166.9268,109.3273,-999.25,244.7734,87.9807,7.0151,12.7036,0.4319,2.115,0.3704,0.4223,0.4779,0.5117,0.5608,0.6867,0.292,0.3107
1167.0792,109.0468,-999.25,233.1626,90.3838,7.029,12.6444,0.4306,2.1217,0.4339,0.4847,0.5481,0.584,0.634,0.7743,0.3091,0.3385
1167.2316,107.9168,-999.25,225.9065,89.4349,7.043,12.6222,0.4292,2.139,0.4788,0.5409,0.6174,0.6555,0.7159,0.8846,0.3388,0.344
1167.384,106.409,-999.25,217.0679,88.3726,7.0571,12.6592,0.4278,2.1494,0.4757,0.5524,0.6319,0.6665,0.7293,0.9041,0.3541,0.3613
1167.5364,106.453,-999.25,213.9087,83.6668,7.0713,12.6518,0.4264,2.1577,0.4773,0.553,0.6261,0.6593,0.7242,0.8887,0.345,0.3713
1167.6888,107.1383,-999.25,213.5792,85.6411,7.0856,12.6962,0.4251,2.1577,0.4783,0.5507,0.6084,0.6386,0.6967,0.8389,0.3427,0.3673
1167.8412,104.502,-999.25,213.0013,89.7803,7.0999,12.711,0.4237,2.1533,0.4696,0.5392,0.5917,0.6226,0.6833,0.8139,0.3475,0.3649
1167.9936,103.3428,-999.25,211.047,95.4236,7.1144,12.7738,0.4223,2.1443,0.4509,0.5077,0.5529,0.5811,0.6355,0.7387,0.3383,0.3517
